Sport,Country,Home_team,Venue,Coor,Scraped_value,Scraped_value_team
Football,Slovakia,Komarno,Štadión FC ViOn (Zlaté Moravce),"[48.3993076, 18.40407150756944]",,
Football,Slovakia,Kosice,Košická futbalová aréna (Košice),"[48.69678089999999, 21.245166471109762]",,
Football,Slovakia,Podbrezova,Zelpo Aréna (Podbrezová),"[48.8074053, 19.523241118435912]",,
Football,Slovakia,Skalica,Mestský štadión Skalica (Skalica),"[]",,
Football,Slovakia,Slovan Bratislava,Tehelné pole (Bratislava),"[48.1615116, 17.1321558]",,
Football,Slovakia,Trnava,City Arena Trnava (Trnava),"[48.37387735, 17.59343562117761]",,
Football,Slovakia,Z. Moravce-Vrable,Štadión FC ViOn (Zlaté Moravce),"[48.3993076, 18.40407150756944]",,
Football,Slovakia,Lubovna,Štadión Stará Ľubovňa (Stará Ľubovňa),"[]",,
Football,Slovakia,Puchov,Mestský štadión Púchov (Púchov),"[49.11760935, 18.32025371581838]",,
Football,Slovakia,Zvolen,Štadión MFK Zvolen (Zvolen),"[]",,
Football,Slovakia,Malzenice,Obecny futbalovy stadion Malzenice (Malženice),"[]",,
Football,Slovakia,Samorin,Pomlé Štadión (Šamorín),"[]",,
Football,Slovakia,Slovan Bratislava B,Pasienky (Bratislava),"[48.1663052, 17.1438648]",,
Football,Slovakia,Pohronie,Mestský štadión Žiar nad Hronom (Žiar nad Hronom),"[48.5875619, 18.86405738510598]",,
Football,Slovakia,FK Humenne,Štadión Humenné (Humenné),"[48.9292368, 21.90435026241464]",,
Football,Slovakia,L. Mikulas,Futbalovy Stadion Liptovsky Mikulas (Liptovsky Mikulas),"[]",,
Football,Slovakia,Petrzalka,Štadión FC Petržalka 1898 (Bratislava),"[]",,
Football,Slovakia,Povazska Bystrica,Štadión MŠK Považská Bystrica (Povazska Bystrica),"[49.11698055, 18.42867251929799]",,
Football,Slovakia,Presov,Futbalový štadión Stropkov (Stropkov),"[]",,
Football,Slovakia,Zilina B,Štadión pod Dubňom (Žilina),"[49.22915755, 18.744817819624483]",,
Football,Slovakia,Namestovo,Štadión Námestovo (Námestovo),"[49.3644355, 19.180899186328432]",,
Football,Slovakia,Bardejov,Mestský štadión Bardejov (Bardejov),"[49.297317199999995, 21.263885549944096]",,
Football,Slovakia,Lipany,Štadión Lipany (Lipany),"[53.0042281, 14.956535955670141]",,
Football,Slovakia,Spisska Nova Ves,Štadión Spišská Nová Ves (Spisska Nova Ves),"[48.9434225, 20.5612353]",,
Football,Slovakia,Rimavska Sobota,Štadión Na Zahrádkach (Rimavská Sobota),"[48.383149599999996, 20.007362723205045]",,
Football,Slovakia,D. Kubin,Štadión MFK Dolný Kubín (Dolný Kubín),"[]",,
Football,Slovakia,Myjava,Štadión Spartaka Myjava (Myjava),"[]",,
Football,Slovakia,Sala,Šaľa Stadion (Šaľa),"[48.1644194, 17.880982028765768]",,
Football,Slovakia,Rohoznik,Štadión FC Rohožník (Rohožník),"[]",,
Football,Slovakia,Komarno W,Mestský štadión Komárno (Komarno),"[]",,
Football,Slovakia,Zilina W,Štadión pod Dubňom (Žilina),"[49.22915755, 18.744817819624483]",,
Football,Slovakia,Petrzalka W,Štadión FC Petržalka 1898 (Bratislava),"[]",,
Football,Slovakia,B. Bystrica W,Štadión SNP (Banská Bystrica),"[48.7318978, 19.130887292084253]",,
Football,Slovakia,Presov W,Ihrisko FK Vyšná Šebastová (Vyšná Šebastová),"[]",,
Football,Slovakia,Trencin W,Štadión na Sihoti (Trenčín),"[]",,
Football,Slovenia,Celje,Stadion Z'dezele (Celje),"[46.24650455, 15.269999968708845]",,
Football,Slovenia,Maribor,Ljudski vrt (Maribor),"[46.562632949999994, 15.641261208683975]",,
Football,Slovenia,Mura,Mestni stadion Fazanerija (Murska Sobota),"[]",,
Football,Slovenia,O. Ljubljana,Stadion Stožice (Ljubljana),"[46.0804012, 14.523533134897594]",,
Football,Slovenia,Radomlje,Športni park Domžale (Domžale),"[46.15644975, 14.631733000507413]",,
Football,Slovenia,Domzale,Športni park Domžale (Domžale),"[46.15644975, 14.631733000507413]",,
Football,Slovenia,Koper,Bonifika (Koper),"[45.54222245, 13.730605809757341]",,
Football,Slovenia,Nafta,Športni park Lendava (Lendava),"[]",,
Football,Slovenia,Aluminij,Sportni park Aluminij (Kidricevo),"[]",,
Football,Slovenia,ND Gorica,Športni park Nova Gorica (Nova Gorica),"[45.95607095, 13.641508953015887]",,
Football,Slovenia,NK Krka,Portoval (Novo Mesto),"[45.80353315, 15.158415668502228]",,
Football,Slovenia,Rudar,Mestni stadion ob jezeru (Velenje),"[]",,
Football,Slovenia,Tabor Sezana,Stadion Rajko Štolfa (Sežana),"[]",,
Football,Slovenia,Triglav,Stanko Mlakar Stadium (Kranj),"[46.251699, 14.364376221244887]",,
Football,Slovenia,Zavrc,Zavrč Sports Park (Zavrc),"[46.38347461012872, 16.048189263679635]",,
Football,Slovenia,Bravo,Stadion Stožice (Ljubljana),"[46.0804012, 14.523533134897594]",,
Football,Spain,Espanyol,Stage Front Stadium (Cornellà de Llobregat),"[41.34837614375841, 2.0745185828938957]",,
Football,Spain,Villarreal,Estadio de la Cerámica (Villarreal),"[39.94409963458553, -0.10311664412005613]",,
Football,Spain,Girona,Estadio Municipal de Montilivi (Girona),"[41.9612296, 2.828996399421708]",,
Football,Spain,Getafe,Coliseum (Getafe),"[40.325724699999995, -3.7149326452090587]",,
Football,Spain,Celta Vigo,Estadio de Balaídos (Vigo),"[42.2128066, -8.7392881]",,
Football,Spain,Osasuna,Estadio El Sadar (Pamplona),"[42.79666245, -1.63713113716193]",,
Football,Spain,Barcelona,Estadi Olímpic Lluís Companys (Barcelona),"[41.36472, 2.155645096956145]",,
Football,Spain,Valencia,Estadio de Mestalla (Valencia),"[39.47477151463242, -0.3585043711162141]",,
Football,Spain,Real Madrid,Estadio Santiago Bernabéu (Madrid),"[40.4530225, -3.6874219587470445]",,
Football,Spain,Las Palmas,Estadio de Gran Canaria (Las Palmas),"[28.1002336, -15.456724730067497]",,
Football,Spain,Leganes,Estadio Municipal de Butarque (Leganes),"[40.34037465, -3.760651172703595]",,
Football,Spain,Betis,Estadio Benito Villamarín (Sevilla),"[37.356535449999996, -5.981756556248882]",,
Football,Spain,Rayo Vallecano,Campo de Futbol de Vallecas (Madrid),"[40.3917566, -3.6587366355118887]",,
Football,Spain,Alaves,Estadio Mendizorrotza (Vitoria-Gasteiz),"[42.8370538, -2.6882629512495715]",,
Football,Spain,Valladolid,Estadio José Zorrilla (Valladolid),"[41.6445801, -4.76125762814154]",,
Football,Spain,Sevilla,Estadio Ramón Sánchez Pizjuán (Sevilla),"[37.3840876, -5.970630902457186]",,
Football,Spain,Atl. Madrid,Metropolitano Stadium (Madrid),"[40.436052950000004, -3.599715809726445]",,
Football,Spain,Real Sociedad,Reale Arena (San Sebastian),"[43.3013371, -1.9735522123030802]",,
Football,Spain,Ath Bilbao,Estadio San Mamés (Bilbao),"[43.26420400000001, -2.94939145292929]",,
Football,Spain,Mallorca,Estadi Mallorca Son Moix (Palma de Mallorca),"[39.589935049999994, 2.6301158329443606]",,
Football,Spain,FC Cartagena SAD,Estadio Municipal Cartagonova (Cartagena),"[37.6096661, -0.9960367616961322]",,
Football,Spain,Eibar,Estadio Municipal de Ipurua (Eibar),"[]",,
Football,Spain,R. Oviedo,Estadio Nuevo Carlos Tartiere (Oviedo),"[]",,
Football,Spain,Gijon,Estadio El Molinón (Gijón),"[43.53627105, -5.637476570462306]",,
Football,Spain,Zaragoza,La Romareda (Zaragoza),"[41.63648875, -0.9018225813306358]",,
Football,Spain,Burgos CF,Estadio El Plantío (Burgos),"[42.34436275, -3.6808910865856115]",,
Football,Spain,Castellon,Estadio Municipal de Castalia (Castellón de la Plana),"[39.996140350000005, -0.03863770007982471]",,
Football,Spain,Almeria,Power Horse Stadium (Almería),"[36.84006695, -2.4354672082384705]",,
Football,Spain,Racing Santander,Estadio El Sardinero (Santander),"[43.4762607, -3.793953349489953]",,
Football,Spain,Levante,Estadi Ciutat de València (Valencia),"[39.494642549999995, -0.3638622397351148]",,
Football,Spain,Tenerife,Estadio Heliodoro Rodríguez López (Santa Cruz de Tenerife),"[28.46324275, -16.260548047494346]",,
Football,Spain,Granada CF,Estadio Nuevo Los Cármenes (Granada),"[37.15289075, -3.5958939094867803]",,
Football,Spain,Albacete,Estadio Carlos Belmonte (Albacete),"[38.9810821, -1.8521439618755478]",,
Football,Spain,Cordoba,Estadio Nuevo Arcángel (Córdoba),"[]",,
Football,Spain,Eldense,Estadio Nuevo Pepico Amat (Elda),"[38.46747295, -0.7961443431058984]",,
Football,Spain,Ponferradina,Estadio El Toralín (Ponferrada),"[42.55758925, -6.599406670298986]",,
Football,Spain,Unionistas,Reina Sofia (Salamanca),"[40.55653500915996, -5.672523848614163]",,
Football,Spain,Barakaldo,Campo de Lasesarre (Barakaldo),"[]",,
Football,Spain,Gimnastica Segoviana,Estadio La Albuera (Segovia),"[40.94114215, -4.099520369936551]",,
Football,Spain,R. Sociedad B,Zubieta Real Sociedad (San Sebastian),"[]",,
Football,Spain,Sestao,Estadio Las Llanas (Sestao),"[]",,
Football,Spain,Andorra,Estadi Nacional (Andorra la Vella),"[42.5046555, 1.5175778244001163]",,
Football,Spain,Barcelona B,Estadi Johan Cruyff (Barcelona),"[41.3742003, 2.050552870078725]",,
Football,Spain,R. Union,Stadium Gal (Irun),"[43.345297, -1.7863936444633208]",,
Football,Spain,Zamora,Estadio Ruta de la Plata (Zamora),"[]",,
Football,Spain,Arenteiro,Estadio de Espiñedo (Ourense),"[]",,
Football,Spain,Cultural Leonesa,Estadio Reino de León (León),"[]",,
Football,Spain,Celta Vigo B,Municipal de Barreiro (Vigo),"[42.22860795, -8.680775549079922]",,
Football,Spain,Gimnastic,Nou Estadi de Tarragona (Tarragona),"[41.127007000000006, 1.2736357790908417]",,
Football,Spain,Ath Bilbao B,Lezama Facilities (Lezama),"[]",,
Football,Spain,Osasuna B,Tajonar Facilities Stadium (Pamplona),"[]",,
Football,Spain,Tarazona,Municipal de Tarazona (Tarazona),"[41.90084075, -1.738628624230874]",,
Football,Spain,Ourense CF,Estadio de Couto (Ourense),"[]",,
Football,Spain,Amorebieta,Campo Municipal de Urritxe (Amorebieta-Etxano),"[]",,
Football,Spain,Lugo,Estadio Anxo Carro (Lugo),"[43.00334225, -7.5709840782925415]",,
Football,Spain,Betis B,Ciudad Deportiva Luis de Sol (Sevilla),"[]",,
Football,Spain,Algeciras,Estadio Nuevo Mirador (Algeciras),"[36.1630337, -5.465132495405664]",,
Football,Spain,Recreativo Huelva,Nuevo Colombino (Huelva),"[37.24666295, -6.954204495015481]",,
Football,Spain,Villarreal B,Estadio de la Ceramica (Villarreal),"[39.94420835, -0.10340461367963182]",,
Football,Spain,Merida AD,Estadio Romano (Mérida),"[38.91398115, -6.336671939715102]",,
Football,Spain,Alcoyano,Estadio El Collao (Alcoy),"[38.69104965, -0.4904392963788592]",,
Football,Spain,Ceuta,Estadio Municipal Alfonso Murube (Ceuta),"[35.88558215, -5.328030787016666]",,
Football,Spain,Sanluqueno,Estadio El Palmar (Sanlúcar de Barrameda),"[]",,
Football,Spain,Alcorcon,Estadio Municipal de Santo Domingo (Alcorcón),"[40.33888425, -3.84051103142202]",,
Football,Spain,Murcia,Estadio Enrique Roca (Murcia),"[38.04222405, -1.1447323985946745]",,
Football,Spain,Sevilla FC B,Estadio Jesus Navas (Sevilla),"[37.35223005, -5.946097391843542]",,
Football,Spain,CF Intercity,Camp Municipal Antonio Solana (Alicante),"[]",,
Football,Spain,Atl. Madrid B,Estadio Cerro del Espino (Majadahonda),"[40.457562749999994, -3.860286151283739]",,
Football,Spain,Real Madrid B,Alfredo di Stéfano Stadium (Madrid),"[40.47693735, -3.6150610587111363]",,
Football,Spain,UD Ibiza,Estadi Municipal de Can Misses (Ibiza),"[]",,
Football,Spain,Yeclano,Campo de la Constitucion (Yecla),"[38.6079588, -1.1062503]",,
Football,Spain,Antequera,Estadio El Maulí (Antequera),"[]",,
Football,Spain,Marbella,Estadio Municipal de Marbella (Marbella),"[]",,
Football,Spain,Fuenlabrada,Estadio Fernando Torres (Fuenlabrada),"[40.29111255, -3.8266897721006643]",,
Football,Spain,Hercules,Estadio José Rico Pérez (Alicante),"[38.35734585, -0.4925974221199808]",,
Football,Spain,SD Logrones,Estadio Las Gaunas (Logroño),"[42.4532007, -2.4540636186092084]",,
Football,Spain,Teruel,Pinilla (Teruel),"[40.617445275645146, -0.7780994718226452]",,
Football,Spain,Lleida,Camp d'Esports (Lleida),"[41.6212986, 0.6135541674502019]",,
Football,Spain,Sabadell,Estadi de la Nova Creu Alta (Sabadell),"[41.55472465, 2.091332956531592]",,
Football,Spain,Cornella,RCDE Stadium (Cornella de Llobregat),"[41.34785665, 2.076458426848168]",,
Football,Spain,Baleares,Estadio Balear (Palma),"[39.5836325, 2.6587080864483825]",,
Football,Spain,Badalona Futur,Nou Estadi Municipal de Palamos (Palamos),"[]",,
Football,Spain,Granada CF B,Ciudad Deportiva del Granada (Granada),"[37.208316350000004, -3.598029903595548]",,
Football,Spain,Linares,Estadio Municipal de Linarejos (Linares),"[]",,
Football,Spain,San Fernando,Estadio Bahía Sur (San Fernando),"[36.4700933, -6.2074452632568455]",,
Football,Spain,UCAM Murcia,Estadio de La Condomina (Murcia),"[37.9863024, -1.1214756748080972]",,
Football,Spain,Xerez CD,Chapín (Jerez),"[36.68934245, -6.120522772041738]",,
Football,Spain,Rayo Majadahonda,Estadio Cerro del Espino (Majadahonda),"[40.457562749999994, -3.860286151283739]",,
Football,Spain,Melilla,Estadio Municipal Álvarez Claro (Melilla),"[]",,
Football,Spain,Guadalajara,Estadio Pedro Escartín (Guadalajara),"[40.63480855, -3.182138022649765]",,
Football,Spain,Eibar C,Estadio Municipal de Ipurua (Eibar),"[]",,
Football,Spain,Reus FCR,Estadi Municipal de Reus (Reus),"[41.155107599999994, 1.0866872673071972]",,
Football,Spain,Lorca Deportiva,Estadio Francisco Artés Carrasco (Lorca),"[37.63882425, -1.735183081086514]",,
Football,Spain,Huesca B,Estadio El Alcoraz (Huesca),"[42.13186235, -0.4241424500487978]",,
Football,Spain,Pontevedra,Estadio Municipal de Pasarón (Pontevedra),"[42.4385929, -8.641357517880039]",,
Football,Spain,Racing Club Ferrol,Estadio Municipal da Malata (Ferrol),"[43.4912224, -8.239414730571474]",,
Football,Spain,Huesca,Estadio El Alcoraz (Huesca),"[42.13186235, -0.4241424500487978]",,
Football,Spain,Barbastro,Campo Municipal de Deportes Barbastro (Huesca),"[42.03494925, 0.13848098924383445]",,
Football,Spain,UD Logrones,Estadio Las Gaunas (Logroño),"[42.4532007, -2.4540636186092084]",,
Football,Spain,Elche,Estadio Manuel Martínez Valero (Elche),"[38.26704445, -0.6633051462716558]",,
Football,Spain,Valencia W,Ciudad Deportiva de Paterna (Valencia),"[39.511678922170105, -0.4406538837126862]",,
Football,Spain,Real Sociedad W,Instalaciones de Zubieta (Lasarte-Oria),"[]",,
Football,Spain,Atl. Madrid W,Centro Deportivo Wanda Alcalá de Henares (Madrid),"[40.50750375, -3.361841895596645]",,
Football,Spain,Costa Adeje Tenerife W,Football Field Adeje (Adeje),"[28.114494008572706, -16.730983157795677]",,
Football,Spain,Espanyol W,Ciutat Esportiva Dani Jarque (Barcelona),"[41.4265307, 2.213422533436816]",,
Football,Spain,Eibar W,Estadio Municipal de Ipurua (Eibar),"[43.18193715393692, -2.475953832411803]",,
Football,Spain,Barcelona W,Estadi Johan Cruyff (Barcelona),"[41.3742003, 2.050552870078725]",,
Football,Spain,Betis W,Ciudad Deportiva Luis de Sol (Sevilla),"37.35150601674401, -5.9819621595077415"
Football,Spain,Real Madrid W,Alfredo di Stéfano Stadium (Madrid),"[40.47693735, -3.6150610587111363]",,
Football,Spain,Athletic Bilbao W,Lezama Facilities (Lezama),"[43.27807445667347, -2.83902877473909]",,
Football,Spain,Badalona W,Estadi Municipal de Badalona (Badalona),"[41.4562504, 2.2368453867063054]",,
Football,Spain,Dep. La Coruna W,Estadio Municipal de Riazor (La Coruña),"[43.368715699999996, -8.417509838016294]",,
Football,Spain,Granada CF W,Ciudad Deportiva del Granada (Granada),"[37.208316350000004, -3.598029903595548]",,
Football,Spain,Madrid C. W,Estadio Fernando Torres (Fuenlabrada),"[40.29111255, -3.8266897721006643]",,
Football,Spain,Sevilla FC W,Estadio Jesus Navas (Sevilla),"[37.35223005, -5.946097391843542]",,
Football,Spain,Levante W,Ciudad Deportiva de Bunol (Bunol),"[39.43000195, -0.7733657076104805]",,
Football,Spain,Getafe W,Complejo Deportivo Municipal Alhondiga (Getafe),"[40.314658550000004, -3.7443501097588427]",,
Football,Spain,Alaves W,Estadio Mendizorrotza (Vitoria-Gasteiz),"[42.8370538, -2.6882629512495715]",,
Football,Spain,Villarreal W,Ciudad Deportiva del Villareal (Villarreal),"[]",,
Football,Spain,Huelva W,Campo del CD Lamiya (Huelva),"[]",,
Football,Spain,Real Madrid B W,Alfredo di Stéfano Stadium (Madrid),"[40.47693735, -3.6150610587111363]",,
Football,Spain,DUX Logrono W,Estadio Las Gaunas (Logroño),"[42.4532007, -2.4540636186092084]",,
Football,Spain,Cacereno W,Estadio Manuel Sánchez Delgado (Cáceres),"[]",,
Football,Sweden,Djurgarden,Tele2 Arena (Stockholm),"[]",,
Football,Sweden,Elfsborg,Borås Arena (Borås),"[57.734400050000005, 12.934765647539754]",,
Football,Sweden,Hacken,Gothia Park Academy (Göteborg),"[57.7402438, 11.948738288387702]",,
Football,Sweden,Halmstad,Örjans Vall (Halmstad),"[56.684903649999995, 12.867997294801276]",,
Football,Sweden,Hammarby,Tele2 Arena (Stockholm),"[]",,
Football,Sweden,Norrkoping,Platinumcars Arena (Norrköping),"[58.5843928, 16.172058361847103]",,
Football,Sweden,Varnamo,Finnvedsvallen (Varnamo),"[57.195882850000004, 14.042726694523388]",,
Football,Sweden,AIK,Strawberry Arena (Solna),"[59.37250385, 18.00166723894346]",,
Football,Sweden,Brommapojkarna,Grimsta IP (Stockholm),"[59.3618833, 17.85227488813964]",,
Football,Sweden,Degerfors,Stora Valla (Degerfors),"[59.2398156, 14.4395035]",,
Football,Sweden,Goteborg,Gamla Ullevi (Göteborg),"[57.70626095, 11.9801227571925]",,
Football,Sweden,Malmo FF,Eleda Stadion (Malmö),"[55.5837345, 12.987735040108547]",,
Football,Sweden,Mjallby,Strandvallen (Hällevik),"[56.0119644, 14.716236736967396]",,
Football,Sweden,Oster,Visma Arena (Växjö),"[56.880234099999996, 14.776072799216216]",,
Football,Sweden,Sirius,Studenternas IP (Uppsala),"[59.84753965, 17.647752415489226]",,
Football,Sweden,Karlbergs,Stadshagens IP (Vasastaden),"[]",,
Football,Sweden,Stockholm Internazionale,Kristinebergs IP (Stockholm),"[59.335599200000004, 18.00559780606516]",,
Football,Sweden,Vasteras SK,Hitachi Energy Arena (Vasteras),"[59.62754185, 16.530687649999997]",,
Football,Sweden,Brage,Domnarvsvallen (Borlange),"[60.4947295, 15.433773978810624]",,
Football,Sweden,Gefle,Gavlevallen (Gävle),"[60.69199775, 17.134375786671868]",,
Football,Sweden,Helsingborg,Olympia (Helsingborg),"[56.049990699999995, 12.707761706681602]",,
Football,Sweden,Kalmar,Guldfågeln Arena (Kalmar),"[56.6912863, 16.31401156846372]",,
Football,Sweden,Oddevold,Rimnersvallen (Uddevalla),"[58.357057600000005, 11.949299253561396]",,
Football,Sweden,Skovde AIK,Södermalms IP (Skövde),"[58.378431, 13.840427414097551]",,
Football,Sweden,Trelleborg,Vångavallen (Trelleborg),"[55.38453, 13.16094]",,
Football,Sweden,Landskrona,Landskrona Idrottsplats (Landskrona),"[55.8885551, 12.8409718]",,
Football,Sweden,Orebro,Behrn Arena (Örebro),"[59.2662832, 15.223385733803612]",,
Football,Sweden,Orgryte,Gamla Ullevi (Göteborg),"[57.70626095, 11.9801227571925]",,
Football,Norway,Sandviken,Jernvallen (Sandviken),"[60.6083552, 16.7723103320927]",,
Football,Sweden,Utsikten,Bravida Arena (Göteborg),"[57.71918105, 11.931792975503045]",,
Football,Sweden,Varberg,Paskbergsvallen (Varberg),"[57.09774725, 12.265223353565087]",,
Football,Sweden,AIK W,Skytteholms IP (Solna),"[59.359377249999994, 17.993227958187624]",,
